Procedimiento:,Motivo del llamado:,Tipo:,Área:,Subárea:,Estado:,Tiempo de respuesta:,Campo descripción:,Importante
DEVOLUCIÓN DE VALORES,Falla compra Descuenta saldo,Problema o Reclamo,Venta Web,Error en orden de compra,Pendiente + ctrl “s”,5 Días Hábiles,Número de Orden: <br>RUT: <br> Descripción: <br>Contacto: <br>Nombre: <br>Teléfono: <br>Correo electrónico del Cliente: <br>,"<br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/revision-estado-devolucion-de-valores"" target=""_blank"" rel=""noopener noreferrer"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Revisión estado Devolución de Valores</a><br>"
DEVOLUCIÓN DE VALORES,Portabilidad NO cursada,Problema o Reclamo,Venta Web,Portabilidad no cursada,Pendiente + ctrl “s”,5 Días Hábiles,Número de Orden: <br>RUT: <br> Descripción: <br>Contacto: <br>Nombre: <br>Teléfono: <br>Correo electrónico del Cliente: <br>,"<br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/revision-estado-devolucion-de-valores"" target=""_blank"" rel=""noopener noreferrer"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Revisión estado Devolución de Valores</a><br>"
DEVOLUCIÓN DE VALORES,Se informa estado de Devolución De Valores,Información,Cliente,Estado de Solicitudes,Cerrado + ctrl “s”,N/A,Móvil<br>Indicar las acciones realizadas:,"<br><strong><span style=""color:#005CFF;"">🔔 Noticias relacionadas:</span></strong><br><a href=""https://enteratepersonas.portal-comunicaciones.com/procedimientos/revision-estado-devolucion-de-valores"" target=""_blank"" rel=""noopener noreferrer"" style=""text-decoration: none; position: absolute; right: 0; top: 0; font-weight: bold; color: #10069F;"">➖Revisión estado Devolución de Valores</a><br>"
VAS OTT,Información Suscripción VAS OTT,Consulta,"Música, Streaming u otros /OTT",Info suscripción Servicio,Cerrado + ctrl “s”,N/A,Detalle de información entregada,"<br>Al intentar ingresar a tipificación, figura error en Siebel: <br><a href=""https://i.ibb.co/yBnyVzpF/errorott.png"" target=""_blank""> <img src=""https://i.ibb.co/yBnyVzpF/errorott.png"" width=""100%"" height=""auto"" /> </a><br><br>Esto ocurre debido a que no se ha seleccionado el <strong><span style=""color:#005CFF;"">MOTIVO</span></strong> de la SS, para esto ubica en las columnas superiores el <strong><span style=""color:#005CFF;"">Motivo </span></strong> y selecciona <strong><span style=""color:#FF3D00;"">&quot;Móvil&quot;</span></strong>. Con esto ya permitirá abrir y dejar registro correcto:<br><a href=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" target=""_blank""> <img src=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" width=""100%"" height=""auto"" /> </a>"
VAS OTT,Información Desuscripción  VAS OTT,Consulta,"Música, Streaming u otros /OTT",Info suscripción Servicio,Cerrado + ctrl “s”,N/A,Detalle de información entregada,"<br>Al intentar ingresar a tipificación, figura error en Siebel: <br><a href=""https://i.ibb.co/yBnyVzpF/errorott.png"" target=""_blank""> <img src=""https://i.ibb.co/yBnyVzpF/errorott.png"" width=""100%"" height=""auto"" /> </a><br><br>Esto ocurre debido a que no se ha seleccionado el <strong><span style=""color:#005CFF;"">MOTIVO</span></strong> de la SS, para esto ubica en las columnas superiores el <strong><span style=""color:#005CFF;"">Motivo </span></strong> y selecciona <strong><span style=""color:#FF3D00;"">&quot;Móvil&quot;</span></strong>. Con esto ya permitirá abrir y dejar registro correcto:<br><a href=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" target=""_blank""> <img src=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" width=""100%"" height=""auto"" /> </a>"
VAS OTT,Consulta por cobro VAS OTT,Consulta,"Música, Streaming u otros /OTT",Consulta Cobro,Cerrado + ctrl “s”,N/A,Detalle de información entregada,"<br>Al intentar ingresar a tipificación, figura error en Siebel: <br><a href=""https://i.ibb.co/yBnyVzpF/errorott.png"" target=""_blank""> <img src=""https://i.ibb.co/yBnyVzpF/errorott.png"" width=""100%"" height=""auto"" /> </a><br><br>Esto ocurre debido a que no se ha seleccionado el <strong><span style=""color:#005CFF;"">MOTIVO</span></strong> de la SS, para esto ubica en las columnas superiores el <strong><span style=""color:#005CFF;"">Motivo </span></strong> y selecciona <strong><span style=""color:#FF3D00;"">&quot;Móvil&quot;</span></strong>. Con esto ya permitirá abrir y dejar registro correcto:<br><a href=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" target=""_blank""> <img src=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" width=""100%"" height=""auto"" /> </a>"
VAS OTT,Desconocimiento de suscripción VAS OTT,Consulta,"Música, Streaming u otros /OTT",Info suscripción Servicio,Cerrado + ctrl “s”,N/A,Detalle de información entregada,"<br>Al intentar ingresar a tipificación, figura error en Siebel: <br><a href=""https://i.ibb.co/yBnyVzpF/errorott.png"" target=""_blank""> <img src=""https://i.ibb.co/yBnyVzpF/errorott.png"" width=""100%"" height=""auto"" /> </a><br><br>Esto ocurre debido a que no se ha seleccionado el <strong><span style=""color:#005CFF;"">MOTIVO</span></strong> de la SS, para esto ubica en las columnas superiores el <strong><span style=""color:#005CFF;"">Motivo </span></strong> y selecciona <strong><span style=""color:#FF3D00;"">&quot;Móvil&quot;</span></strong>. Con esto ya permitirá abrir y dejar registro correcto:<br><a href=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" target=""_blank""> <img src=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" width=""100%"" height=""auto"" /> </a>"
VAS OTT,Desuscripción del servicio VAS OTT,Consulta,"Música, Streaming u otros /OTT",Info desuscripción Servicio,Cerrado + ctrl “s”,N/A,Detalle de información entregada,"<br>Al intentar ingresar a tipificación, figura error en Siebel: <br><a href=""https://i.ibb.co/yBnyVzpF/errorott.png"" target=""_blank""> <img src=""https://i.ibb.co/yBnyVzpF/errorott.png"" width=""100%"" height=""auto"" /> </a><br><br>Esto ocurre debido a que no se ha seleccionado el <strong><span style=""color:#005CFF;"">MOTIVO</span></strong> de la SS, para esto ubica en las columnas superiores el <strong><span style=""color:#005CFF;"">Motivo </span></strong> y selecciona <strong><span style=""color:#FF3D00;"">&quot;Móvil&quot;</span></strong>. Con esto ya permitirá abrir y dejar registro correcto:<br><a href=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" target=""_blank""> <img src=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" width=""100%"" height=""auto"" /> </a>"
VAS OTT,Cobro Desfasado,Consulta,"Música, Streaming u otros /OTT",Consulta Cobro,Cerrado + ctrl “s”,N/A,Consulta cobro (servicio) ,"Si las plataformas indican que no hubo cobro por este servicio en uno de los dos meses anteriores, le debes informar al cliente que este doble cobro corresponde a ese mes que no se le efectuó el cobro y que lo puede confirmar en su boleta.  "
VAS OTT,"Doble cobro dentro del mismo mes por plazo de renovación Spotify, Cloud Gaming y Prime Video",Consulta,"Música, Streaming u otros /OTT",Consulta Cobro,Cerrado + ctrl “s”,N/A,Consulta cobro (servicio) ,"El plazo de renovación para el servicio Spotify Premium, Cloud Gaming y Prime Video es de 30 días corridos, lo que toma especial relevancia en los meses de 31 días de duración, debido a que pueden aparecer dos cobros dentro de un mismo ciclo de facturación de la boleta Entel. Sin embargo, ambos cobros corresponden a distintos períodos de facturación de estos servicios.<br><br>Por ejemplo, si un cliente con ciclo de facturación 51 (en el cual el período de tráfico es del 01 al 30 o 31 del mes según el mes) y posee servicio Spotify Premium o Prime Video suscrito o renovado el día 01 de marzo, la próxima renovación se hará efectiva el 31 de marzo, es decir, 30 días corridos después, lo que implica que aparecerán dos cobros en la boleta de Entel de ese mes, pues ésta mostrará el período de consumo que va desde el 01 de marzo al 31 de marzo.  "
VAS OTT,Saldo y/o Crédito VAS OTT,Consulta,"Música, Streaming u otros /OTT",Consulta saldo y/o crédito,Cerrado + ctrl “s”,N/A,Detalle de información entregada,"<br>Al intentar ingresar a tipificación, figura error en Siebel: <br><a href=""https://i.ibb.co/yBnyVzpF/errorott.png"" target=""_blank""> <img src=""https://i.ibb.co/yBnyVzpF/errorott.png"" width=""100%"" height=""auto"" /> </a><br><br>Esto ocurre debido a que no se ha seleccionado el <strong><span style=""color:#005CFF;"">MOTIVO</span></strong> de la SS, para esto ubica en las columnas superiores el <strong><span style=""color:#005CFF;"">Motivo </span></strong> y selecciona <strong><span style=""color:#FF3D00;"">&quot;Móvil&quot;</span></strong>. Con esto ya permitirá abrir y dejar registro correcto:<br><a href=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" target=""_blank""> <img src=""https://i.ibb.co/B8Nw4GL/Motivo.jpg"" width=""100%"" height=""auto"" /> </a>"
VAS OTT,NO puede suscribir servicio VAS OTT,Problema,"Música, Streaming u otros /OTT",No puede suscribir servicio,Pendiente + ctrl “s”,5 Días Hábiles,Nº de Contacto: <br>Nº de móvil con dificultad: <br>Descripción argumento: <br>,N/A
VAS OTT,NO puede desuscribir servicio VAS OTT,Problema,"Música, Streaming u otros /OTT",No puede desuscribir servicio,Pendiente + ctrl “s”,5 Días Hábiles,Nº de Contacto: <br>Nº de móvil con dificultad: <br>Descripción argumento: <br>,N/A
VAS OTT,NO puede usar servicio VAS OTT,Problema,"Música, Streaming u Otros /OTT",Problemas para usar servicio,Pendiente + ctrl “s”,5 Días Hábiles,Nº de Contacto: <br>Nº de móvil con dificultad: <br>Descripción argumento: <br>,N/A
VAS OTT,Cliente solicita Reclamo por NO poder usar servicio VAS OTT,Reclamo,Gestionar VAS OTT,Problemas para usar servicio,Pendiente + ctrl “s”,5 Días Hábiles,Nº de Contacto: <br>Nº de móvil con dificultad: <br>Descripción argumento: <br>,N/A
VAS OTT,Doble Cobro,Problema,Cobros adicionales,"Música, Streaming u Otros /OTT",Front: Cerrado/Acogido + ctrl “s” o JP: En Progreso + ctrl “s” o Back: Pendiente + ctrl “s”,"🟩FRONT: Inmediato o 🟦JP: Mismo día que se asigna o 🟪Back: 2 días Hábiles""",Móvil afectado: <br>Monto a descontar: <br>Mes afectado por doble cobro: <br>Motivo de solicitud: ,"Para corroborar, se debe revisar el cobro en la boleta actual y en las dos anteriores; y contrastar con la información de las plataformas OneTouch, Bango Care, OneTouch Operation, según corresponda.<br><br>Cliente no posee cobro en las dos boletas anteriores<br><br>Si las plataformas indican que no hubo cobro por este servicio en uno de los dos meses anteriores, le debes informar al cliente que este doble cobro corresponde a ese mes que no se le efectuó el cobro y que lo puede confirmar en su boleta.<br><br>Mencionar al cliente información de su requerimiento: <br><br><strong><span style=""color:#FD6C98;"">&quot;(nombre del cliente), revisé en nuestro sistema y el doble cobro del servicio XX (mencionar servicio OTT) es porque el mes de XX (mencionar mes) no fue cobrado. Para confirmar esta información, puedes revisar la boleta del tráfico de ese mes en Mi Entel&quot;</span></strong><br><br>Si el cliente cuenta con doble cobro del servicio en un mismo mes y no corresponde a ninguna otra casuística.<br><br>➖ Si el monto a descontar es mayor a $15.000 y menor a $100.000 se asigna el caso a JP y se deja en estado: En Progreso<br><br><a href=""https://i.ibb.co/1ZdN49c/image.png"" target=""_blank""> <img src=""https://i.ibb.co/1ZdN49c/image.png"" width=""100%"" height=""auto"" /> </a><br><br>➖ <strong><span style=""color:#10069F;"">En los casos que se debe aplicar una nota de crédito y el monto es:</span></strong><br>✳️Superior al permitido al Supervisor/Grupo Designado (Mayor a $100.000)<br>✳️Si la nota de crédito corresponde a boletas anteriores (Más de 60 días desde que fue emitida)<br>✳️O corresponde a un reclamo que no puedes gestionar en línea<br><br>Deberás generar el ticket y dejar en estado: Pendiente"
VAS OTT,ID Reembolso Google Play,Problema,Cobros adicionales,"Música, Streaming u Otros /OTT",Front: Cerrado/Acogido + ctrl “s” o JP: En Progreso + ctrl “s” o Back: Pendiente + ctrl “s”,"🟩FRONT: Inmediato o 🟦JP: Mismo día que se asigna o 🟪Back: 2 días Hábiles""",Móvil afectado: <br>Monto a descontar: <br>Motivo de solicitud: <br>Información de la transacción: <br>ID de devolución aprobada por Google Play:,"➖ Solicita al cliente información de la transacción por la que solicita la devolución (Fecha, monto, servicio adquirido).<br>➖ Solicita el ID de transacción de reembolso, entregado por Google al cliente al momento de la aprobación de la devolución (ejemplo de ID: GPA.3343-6624-0744-49542).<br>➖ El ID de la transacción entregada por Google se puede validar en el campo Merchant<br> ➖ Transaction ID en bango.<br>➖ La fecha se puede validar en el campo Transaction Date<br>➖ El monto aparece como Amount<br><br>➖ Si el monto a descontar es mayor a $15.000 y menor a $100.000 se asigna el caso a JP y se deja en estado: En Progreso<br><br><a href=""https://i.ibb.co/1ZdN49c/image.png"" target=""_blank""> <img src=""https://i.ibb.co/1ZdN49c/image.png"" width=""100%"" height=""auto"" /> </a><br><br>➖ <strong><span style=""color:#10069F;"">En los casos que se debe aplicar una nota de crédito y el monto es:</span></strong><br>✳️Superior al permitido al Supervisor/Grupo Designado (Mayor a $100.000)<br>✳️Si la nota de crédito corresponde a boletas anteriores (Más de 60 días desde que fue emitida)<br>✳️O corresponde a un reclamo que no puedes gestionar en línea<br><br>Deberás generar el ticket y dejar en estado: Pendiente"
